MF,FinalBMIS,Orig_RSD,FinalRSD,SampID,runDate,type,samp,replicate,Area,Adjusted_Area
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Smp_Aloha_A,210322,Smp,Aloha,A,923077,923077
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Smp_Aloha_B,210322,Smp,Aloha,B,786690,786690
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Smp_Aloha_C,210322,Smp,Aloha,C,857221,857221
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Smp_LW_A,210322,Smp,LW,A,262392,262392
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Smp_LW_B,210322,Smp,LW,B,270009,270009
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Smp_LW_C,210322,Smp,LW,C,147625,147625
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Smp_NP_A,210322,Smp,NP,A,563234,563234
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Smp_NP_B,210322,Smp,NP,B,534058,534058
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Smp_NP_C,210322,Smp,NP,C,719264,719264
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Smp_PS_A,210322,Smp,PS,A,1802639,1802639
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Smp_PS_B,210322,Smp,PS,B,2163733,2163733
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Smp_PS_C,210322,Smp,PS,C,1867806,1867806
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Poo_TruePoo_Full1,210322,Poo,TruePoo,Full1,92533184,92533184
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Poo_TruePoo_Full2,210322,Poo,TruePoo,Full2,100536680,100536680
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Poo_TruePoo_Full3,210322,Poo,TruePoo,Full3,98479808,98479808
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Poo_TruePoo_Half1,210322,Poo,TruePoo,Half1,42934728,85869456
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Poo_TruePoo_Half2,210322,Poo,TruePoo,Half2,50869588,101739176
(3-Carboxypropyl)trimethylammonium (TMAB)_Pos,Inj_vol,0.06296029448209116,0.06296029448209116,210322_Poo_TruePoo_Half3,210322,Poo,TruePoo,Half3,46559364,93118728
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Smp_Aloha_A,210322,Smp,Aloha,A,19917,14494.367786369436
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Smp_Aloha_B,210322,Smp,Aloha,B,36209,28998.33869784774
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Smp_Aloha_C,210322,Smp,Aloha,C,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Smp_LW_A,210322,Smp,LW,A,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Smp_LW_B,210322,Smp,LW,B,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Smp_LW_C,210322,Smp,LW,C,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Smp_NP_A,210322,Smp,NP,A,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Smp_NP_B,210322,Smp,NP,B,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Smp_NP_C,210322,Smp,NP,C,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Smp_PS_A,210322,Smp,PS,A,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Smp_PS_B,210322,Smp,PS,B,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Smp_PS_C,210322,Smp,PS,C,NA,NA
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Poo_TruePoo_Full1,210322,Poo,TruePoo,Full1,4094560,8127787.070830396
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Poo_TruePoo_Full2,210322,Poo,TruePoo,Full2,5341042,8718126.920483021
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Poo_TruePoo_Full3,210322,Poo,TruePoo,Full3,7568212,11265859.030265965
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Poo_TruePoo_Half1,210322,Poo,TruePoo,Half1,2828867,11740865.90989498
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Poo_TruePoo_Half2,210322,Poo,TruePoo,Half2,2766455,9226035.673744211
2-Hydroxy-4-(methylthio)butyric_acid_Neg,"DL-Alanine, D3",0.23946698197674168,0.1628811521584694,210322_Poo_TruePoo_Half3,210322,Poo,TruePoo,Half3,3935517,11856709.029495016
3-Sulfopyruvic Acid_Neg,Inj_vol,0.2836454135149293,0.2836454135149293,210322_Smp_Aloha_A,210322,Smp,Aloha,A,340765,340765
3-Sulfopyruvic Acid_Neg,Inj_vol,0.2836454135149293,0.2836454135149293,210322_Smp_Aloha_B,210322,Smp,Aloha,B,70251,70251
