Bracket Type=4,
File Name,InjVol
200914_Blk_Blk_1,2
200914_Blk_Blk_2,2
200914_Blk_Blk_3,2
200914_Std_H2OinMatrix_1,2
200914_Std_4uMStdsMix1InH2O_1,2
200914_Std_4uMStdsMix2InH2O_1,2
200914_Std_4uMStdsMix1InMatrix_1,2
200914_Std_4uMStdsMix2InMatrix_1,2
200914_Blk_Blk_4,2
200914_Blk_Blk_5,2
200914_Smp_PPL_PS_SAf_A,2
200914_Smp_PPL_PS_SAf_B,2
200914_Smp_PPL_PS_SAf_C,2
200914_Blk_Blk_6,2
200914_Smp_PPL_PS_NS_A,2
200914_Smp_PPL_PS_NS_B,2
200914_Smp_PPL_PS_NS_C,2
200914_Blk_Blk_7,2
200914_Smp_PPL_PS_SBf_A,2
200914_Smp_PPL_PS_SBf_B,2
200914_Smp_PPL_PS_SBf_C,2
200914_Blk_Blk_8,2
200914_Smp_PPL_A_SAf_A,2
200914_Smp_PPL_A_SAf_B,2
200914_Smp_PPL_A_SAf_C,2
200914_Blk_Blk_9,2
200914_Smp_PPL_A_NS_A,2
200914_Smp_PPL_A_NS_B,2
200914_Smp_PPL_A_NS_C,2
200914_Blk_Blk_10,2
200914_Smp_PPL_A_SBf_A,2
200914_Smp_PPL_A_SBf_B,2
200914_Smp_PPL_A_SBf_C,2
200914_Blk_Blk_11,2
200914_Blk_PPL_blk_A,2
200914_Blk_PPL_blk_B,2
200914_Blk_PPL_blk_C,2
200914_Blk_Blk_12,2
200914_Blk_A_blk1_A,2
200914_Blk_A_blk1_B,2
200914_Blk_A_blk1_C,2
200914_Blk_Blk_13,2
200914_Smp_A_SBe_A,2
200914_Smp_A_SBe_B,2
200914_Smp_A_SBe_C,2
200914_Blk_Blk_14,2
200914_Blk_A_blk2_A,2
200914_Blk_A_blk2_B,2
200914_Blk_A_blk2_C,2
200914_Blk_Blk_15,2
200914_Smp_A_SAf_A,2
200914_Smp_A_SAf_B,2
200914_Smp_A_SAf_C,2
200914_Blk_Blk_16,2
200914_Blk_A_blk3_A,2
200914_Blk_A_blk3_B,2
200914_Blk_A_blk3_C,2
200914_Blk_Blk_17,2
200914_Smp_A_NS_A,2
200914_Smp_A_NS_B,2
200914_Smp_A_NS_C,2
200914_Blk_Blk_18,2
200914_Blk_A_blk4_A-NP_blk1_A,2
200914_Blk_A_blk4_B-NP_blk1_B,2
200914_Blk_A_blk4_C-NP_blk1_C,2
200914_Blk_Blk_19,2
200914_Smp_NP_SBe_A,2
200914_Smp_NP_SBe_B,2
200914_Smp_NP_SBe_C,2
200914_Blk_Blk_20,2
200914_Smp_NP_SAf_A,2
200914_Smp_NP_SAf_B,2
200914_Smp_NP_SAf_C,2
200914_Blk_Blk_21,2
200914_Smp_NP_NS_A,2
200914_Smp_NP_NS_B,2
200914_Smp_NP_NS_C,2
200914_Blk_Blk_22,2
200914_Blk_NP_blk4_A-PS_blk1_A,2
200914_Blk_NP_blk4_B-PS_blk1_B,2
200914_Blk_NP_blk4_C-PS_blk1_C,2
